"Presence","Latitude","Longitude"
0,-86.2790481187403,51.8733220826834
0,76.5585277229548,-70.4404529812746
0,168.603741191328,158.024891577661
0,-195.685907360166,-18.0888701975346
0,-59.7088729031384,18.6551319155842
0,135.016642324626,-11.292023146525
0,-156.838877033442,-61.4033343782648
0,-127.751364931464,-147.969140757341
0,-113.816815242171,112.59759870125
0,-145.679030381143,58.4690826199949
0,196.264156699181,50.7363123074174
0,132.703717797995,54.5081401895732
0,-119.315564725548,104.554963246919
0,-198.658335302025,6.59529438242316
0,152.675863727927,-169.26861935528
0,169.219376705587,-67.7666502818465
0,-192.810168303549,-102.703718042467
0,58.5759323090315,151.245520049706
0,-163.744168821722,-88.3744950103574
0,-194.131748843938,-22.7505930978805
0,59.9193012341857,27.1129999379627
0,125.528989452869,-62.4149988684803
0,174.711092188954,-43.6473701195791
0,-117.528044432402,-152.942007796373
0,-191.64917813614,53.4713037847541
0,119.533332064748,-66.2960912263952
0,11.5449856035411,-115.237927674316
0,-143.704021722078,-147.476135967299
0,195.086798537523,93.8298642588779
0,-158.81021739915,-68.1127165374346
0,-22.4586660042405,-97.7432492468506
0,-22.2699092701077,54.4115428766236
0,89.2676316201687,156.641405280679
0,-154.381967708468,-141.308440179564
0,140.513374656439,-36.812611464411
0,-11.7334546521306,153.497303144541
0,37.3165007680655,-79.106481319759
0,-69.8677349835634,95.0735986884683
0,57.4846812523901,13.3423789590597
0,-82.366591040045,-15.1077624689788
0,21.3748739100993,75.9023674018681
0,-47.4767029285431,85.896856484469
0,-39.1683120280504,116.383175535593
0,168.02434977144,143.620542979334
0,94.9006704613566,144.723246870562
0,45.0992491096258,-148.068188251927
0,-154.622234217823,60.0895740976557
0,-91.0460302606225,12.8807005076669
0,-87.2150829993188,169.43154704757
0,124.335543997586,-157.196636933368
0,-75.6658720783889,-116.468094468582
0,130.572010297328,47.1675411402248
0,-11.3930109888315,151.336023649201
0,-114.384606573731,79.0674080094323
0,-64.5770408213139,-148.602661634795
0,-160.743679851294,-45.5201378953643
0,-44.6386181749403,-106.636787629686
0,-175.622165482491,-142.863614885136
0,55.450738593936,-116.186177385971
0,71.7565979808569,168.380164140835
0,-90.092795714736,123.828041967936
0,45.8951074630022,79.5352587313391
0,-161.435242276639,25.0896962196566
0,176.731339655817,133.416969557293
0,-126.70938372612,21.2089523975737
0,-12.3767793178558,-110.956217213534
0,-140.047511458397,-71.7329308437183
0,-48.0926996096969,-155.088687657844
0,-199.215175956488,-87.5588237005286
0,25.0818463973701,120.2465740568
0,61.9961082004011,52.6331054233015
0,-127.870760858059,94.7053066524677
0,95.4235084354877,-133.402691378724
0,137.577982246876,129.563122889958
0,-99.4882648810744,-76.6925655002706
0,88.2766856811941,-126.840036693029
0,158.259049151093,-2.01668107649311
0,-98.7161574885249,-18.854616866447
0,-102.80582793057,-124.916369565763
0,-178.268289659172,9.67690641526133
0,-78.830446023494,-109.346319204196
0,111.241572163999,-114.050506677013
0,11.3482708111405,-115.647674938664
0,22.5059490650892,-146.01258381037
0,-75.1759216189384,58.9900184376165
0,-166.030243318528,116.906770966016
0,40.8431613817811,149.770030642394
0,79.2666378431022,131.523425558116
0,23.4211630187929,-150.119752627797
0,138.374849781394,-33.9777742093429
0,84.6710915677249,-145.837461382616
0,-16.2865857593715,-114.585731159896
0,-82.7133897691965,-122.99944432918
0,-43.4275704436004,-70.7814958225936
0,82.2836796753109,133.122997225728
0,-94.2512657493353,-99.833955981303
0,-182.379435189068,63.2700845785439
0,37.1153481304646,-52.8150490880944
0,17.8562198765576,-144.423191393726
0,53.9843340404332,128.2810095069
0,86.8882166221738,-27.6703774859197
0,79.2810807935894,140.369285510387
0,18.994571454823,27.580869239755
0,-105.733044724911,-102.80550101772
0,165.597368776798,-17.0867437892593
0,-96.2249677628279,-166.668203861918
0,-41.3362951017916,-24.4705853215419
0,-47.8879978880286,-86.7661342420615
0,-190.878919698298,71.3509718608111
0,26.6229767352343,177.023629490286
0,61.368163395673,-73.531483549159
0,164.106176793575,103.876394948456
0,79.6866572462022,-161.034182033036
0,181.675530783832,107.085097227246
0,-125.172438658774,41.0628169844858
0,116.052117571235,-95.5125794210471
0,145.920721907169,-145.513437960763
0,92.4004193395376,33.4607620327733
0,-174.128320626915,-53.3974399953149
0,162.32927357778,-5.49019708298147
0,132.238282915205,-140.133180776611
0,-115.551287122071,72.1740714577027
0,-192.783845029771,-123.666148963384
0,198.718412406743,-119.951315775979
0,-86.7730428464711,-161.892830654979
0,138.397175725549,-114.20734429732
0,-17.1950377523899,132.387101913337
0,125.095538236201,89.035252884496
0,-43.6253059655428,-97.8406395460479
0,170.201499853283,110.64988659462
0,-149.817064031959,13.3537990693003
0,133.589257672429,-1.90391038078815
0,102.282603085041,-62.1099244849756
0,195.728616975248,-140.376882376149
0,-18.2013254612684,173.96883858135
0,-105.369351152331,120.923587593716
0,-59.5132016576827,120.275570249651
0,-159.060021303594,-78.0400227103382
0,145.437906961888,175.878130663186
0,110.477198287845,-0.00850537791848183
0,-76.5828301198781,-150.552924645599
0,-20.5005356110632,114.280395624228
0,-150.140336249024,-99.2596712824889
0,-115.002924483269,-119.557363695931
0,-138.049679528922,-120.894389441237
